component_id,lot_id,component_type,parameter,value_0h_uA,value_24h_uA,value_96h_uA,value_168h_uA,datasheet_limit_uA,ground_truth_class
C05722,L022,Type_B,leakage_current,10.489,10.555,10.948,11.51,50.0,Healthy
C05723,L023,Type_B,leakage_current,11.117,11.188,11.762,12.467,50.0,Healthy
C05724,L024,Type_C,leakage_current,8.68,10.858,27.8,44.862,50.0,Latent_Defect
C05725,L025,Type_A,leakage_current,9.883,9.949,10.635,11.018,50.0,Healthy
C05726,L026,Type_B,leakage_current,11.778,11.855,12.297,12.707,50.0,Healthy
C05727,L027,Type_A,leakage_current,9.651,11.226,31.124,46.912,50.0,Latent_Defect
C05728,L028,Type_A,leakage_current,10.429,10.731,11.659,12.141,50.0,Healthy
C05729,L029,Type_A,leakage_current,10.983,11.35,12.086,12.402,50.0,Healthy
C05730,L030,Type_C,leakage_current,8.652,8.708,9.143,9.865,50.0,Healthy
C05731,L031,Type_A,leakage_current,11.218,11.245,11.757,12.503,50.0,Healthy
C05732,L032,Type_B,leakage_current,10.271,10.646,11.188,12.006,50.0,Healthy
C05733,L033,Type_B,leakage_current,11.303,11.668,12.388,13.144,50.0,Healthy
C05734,L034,Type_A,leakage_current,10.482,10.822,11.935,13.18,50.0,Healthy
C05735,L035,Type_A,leakage_current,10.759,10.874,11.488,12.676,50.0,Healthy
C05736,L036,Type_B,leakage_current,11.063,14.44,32.737,51.187,50.0,Rapid_Drift
C05737,L037,Type_A,leakage_current,10.846,11.009,11.283,11.666,50.0,Healthy
C05738,L038,Type_A,leakage_current,10.842,10.959,11.401,11.582,50.0,Healthy
C05739,L039,Type_A,leakage_current,9.351,9.607,10.233,10.66,50.0,Healthy
C05740,L040,Type_A,leakage_current,10.622,10.973,11.391,11.936,50.0,Healthy
C05741,L041,Type_B,leakage_current,11.302,11.368,12.059,12.415,50.0,Healthy
C05742,L042,Type_A,leakage_current,9.907,18.419,43.481,69.515,50.0,Obvious_Failure
C05743,L043,Type_B,leakage_current,10.748,11.088,12.292,13.137,50.0,Healthy
C05744,L044,Type_A,leakage_current,10.406,10.667,11.397,12.241,50.0,Healthy
C05745,L045,Type_A,leakage_current,9.926,10.196,10.894,11.618,50.0,Healthy
C05746,L046,Type_A,leakage_current,9.477,9.504,10.022,10.649,50.0,Healthy
C05747,L047,Type_B,leakage_current,11.181,11.45,11.768,12.327,50.0,Healthy
C05748,L048,Type_B,leakage_current,11.199,13.343,28.481,38.513,50.0,Latent_Defect
C05749,L049,Type_A,leakage_current,10.022,10.248,11.125,11.825,50.0,Healthy
C05750,L050,Type_A,leakage_current,10.585,10.901,12.038,13.066,50.0,Healthy
C05751,L051,Type_B,leakage_current,10.687,10.877,11.286,11.935,50.0,Healthy
C05752,L052,Type_A,leakage_current,10.151,10.376,11.26,11.761,50.0,Healthy
C05753,L053,Type_A,leakage_current,10.029,10.099,10.594,10.934,50.0,Healthy
C05754,L054,Type_B,leakage_current,10.985,11.034,11.512,12.206,50.0,Healthy
C05755,L055,Type_A,leakage_current,10.551,10.669,11.273,11.972,50.0,Healthy
C05756,L056,Type_A,leakage_current,10.58,17.764,39.714,61.155,50.0,Obvious_Failure
C05757,L057,Type_A,leakage_current,10.554,10.734,11.635,12.472,50.0,Healthy
C05758,L058,Type_C,leakage_current,10.201,10.217,10.652,10.921,50.0,Healthy
C05759,L059,Type_A,leakage_current,9.57,9.802,10.414,10.98,50.0,Healthy
C05760,L060,Type_A,leakage_current,9.254,10.864,28.49,40.183,50.0,Latent_Defect
C05761,L061,Type_C,leakage_current,8.534,8.579,9.143,9.724,50.0,Healthy
C05762,L062,Type_A,leakage_current,10.979,11.11,12.26,13.056,50.0,Healthy
C05763,L063,Type_B,leakage_current,10.185,11.942,24.396,37.186,50.0,Latent_Defect
C05764,L064,Type_C,leakage_current,8.065,8.441,8.98,9.609,50.0,Healthy
C05765,L065,Type_A,leakage_current,9.319,9.452,10.069,10.447,50.0,Healthy
C05766,L066,Type_B,leakage_current,11.361,18.47,38.779,58.611,50.0,Obvious_Failure
C05767,L067,Type_A,leakage_current,10.145,10.273,10.823,11.617,50.0,Healthy
C05768,L068,Type_A,leakage_current,10.448,10.713,10.96,11.575,50.0,Healthy
C05769,L069,Type_C,leakage_current,9.385,9.483,9.82,10.732,50.0,Healthy
C05770,L070,Type_A,leakage_current,9.845,10.023,10.324,10.768,50.0,Healthy
C05771,L071,Type_A,leakage_current,9.951,12.86,38.928,65.226,50.0,Rapid_Drift
C05772,L072,Type_B,leakage_current,9.849,10.192,10.97,11.758,50.0,Healthy
C05773,L073,Type_A,leakage_current,10.209,10.629,11.659,12.178,50.0,Healthy
C05774,L074,Type_A,leakage_current,10.476,10.608,11.157,11.593,50.0,Healthy
C05775,L075,Type_A,leakage_current,8.101,10.542,28.023,45.203,50.0,Latent_Defect
C05776,L076,Type_A,leakage_current,10.309,12.151,28.297,38.952,50.0,Latent_Defect
C05777,L077,Type_B,leakage_current,10.911,11.118,11.845,12.567,50.0,Healthy
C05778,L078,Type_A,leakage_current,10.435,10.94,11.946,12.466,50.0,Healthy
C05779,L079,Type_B,leakage_current,10.67,11.031,11.397,11.889,50.0,Healthy
C05780,L080,Type_C,leakage_current,11.246,10.966,11.417,11.858,50.0,Healthy
C05781,L081,Type_B,leakage_current,11.612,11.703,12.567,13.097,50.0,Healthy
C05782,L082,Type_B,leakage_current,11.534,12.753,27.87,43.364,50.0,Latent_Defect
C05783,L083,Type_C,leakage_current,9.134,9.348,9.847,10.431,50.0,Healthy
C05784,L084,Type_A,leakage_current,9.787,11.139,27.402,38.7,50.0,Latent_Defect
C05785,L085,Type_A,leakage_current,8.881,9.126,9.864,10.569,50.0,Healthy
C05786,L086,Type_B,leakage_current,10.957,11.317,11.766,12.448,50.0,Healthy
C05787,L087,Type_A,leakage_current,10.002,10.446,11.301,12.026,50.0,Healthy
C05788,L088,Type_A,leakage_current,10.008,10.065,10.985,11.638,50.0,Healthy
C05789,L089,Type_B,leakage_current,9.223,9.46,10.131,10.475,50.0,Healthy
C05790,L090,Type_A,leakage_current,9.655,9.793,10.266,10.778,50.0,Healthy
C05791,L091,Type_B,leakage_current,10.406,10.598,10.742,10.592,50.0,Healthy
C05792,L092,Type_C,leakage_current,10.469,10.904,11.803,12.302,50.0,Healthy
C05793,L093,Type_B,leakage_current,11.137,11.196,11.825,12.638,50.0,Healthy
C05794,L094,Type_B,leakage_current,9.676,13.144,30.017,46.627,50.0,Rapid_Drift
C05795,L095,Type_A,leakage_current,10.403,10.612,11.322,12.176,50.0,Healthy
C05796,L096,Type_A,leakage_current,9.504,9.975,10.555,10.876,50.0,Healthy
C05797,L097,Type_C,leakage_current,9.678,9.743,10.291,11.079,50.0,Healthy
C05798,L098,Type_B,leakage_current,10.927,11.148,12.057,12.916,50.0,Healthy
C05799,L099,Type_A,leakage_current,8.235,8.465,8.579,9.014,50.0,Healthy
C05800,L100,Type_B,leakage_current,11.719,11.605,11.909,12.153,50.0,Healthy
C05801,L001,Type_B,leakage_current,9.942,12.311,25.687,39.813,50.0,Latent_Defect
C05802,L002,Type_B,leakage_current,11.198,11.486,11.982,12.523,50.0,Healthy
C05803,L003,Type_B,leakage_current,11.18,11.197,11.567,12.114,50.0,Healthy
C05804,L004,Type_A,leakage_current,9.065,9.368,10.062,10.995,50.0,Healthy
C05805,L005,Type_A,leakage_current,10.394,17.433,37.882,58.458,50.0,Obvious_Failure
C05806,L006,Type_B,leakage_current,10.762,11.112,11.668,12.298,50.0,Healthy
C05807,L007,Type_A,leakage_current,10.721,11.038,11.646,12.723,50.0,Healthy
C05808,L008,Type_A,leakage_current,10.216,10.496,11.051,11.323,50.0,Healthy
C05809,L009,Type_A,leakage_current,9.254,9.224,10.153,11.206,50.0,Healthy
C05810,L010,Type_A,leakage_current,10.353,10.664,11.448,12.261,50.0,Healthy
C05811,L011,Type_B,leakage_current,10.812,10.875,11.334,11.802,50.0,Healthy
C05812,L012,Type_A,leakage_current,10.634,11.802,29.7,47.478,50.0,Latent_Defect
C05813,L013,Type_A,leakage_current,10.563,10.744,11.226,11.673,50.0,Healthy
C05814,L014,Type_A,leakage_current,9.957,12.358,32.162,52.038,50.0,Rapid_Drift
C05815,L015,Type_A,leakage_current,10.732,10.706,10.723,10.803,50.0,Healthy
C05816,L016,Type_B,leakage_current,9.964,10.193,11.128,12.103,50.0,Healthy
C05817,L017,Type_C,leakage_current,8.794,9.061,9.697,10.475,50.0,Healthy
C05818,L018,Type_A,leakage_current,9.758,9.869,10.386,10.57,50.0,Healthy
C05819,L019,Type_B,leakage_current,10.385,10.508,11.201,12.141,50.0,Healthy
C05820,L020,Type_A,leakage_current,10.548,10.463,10.974,11.385,50.0,Healthy
C05821,L021,Type_C,leakage_current,9.692,9.569,9.831,10.321,50.0,Healthy
C05822,L022,Type_A,leakage_current,9.99,10.229,10.917,11.214,50.0,Healthy
C05823,L023,Type_C,leakage_current,8.459,8.706,9.314,10.175,50.0,Healthy
C05824,L024,Type_B,leakage_current,10.294,10.478,10.921,11.764,50.0,Healthy
C05825,L025,Type_C,leakage_current,10.425,10.556,11.051,11.443,50.0,Healthy
C05826,L026,Type_C,leakage_current,8.998,9.288,9.955,10.606,50.0,Healthy
C05827,L027,Type_A,leakage_current,10.559,10.562,10.89,11.296,50.0,Healthy
C05828,L028,Type_A,leakage_current,9.364,9.593,9.779,9.953,50.0,Healthy
C05829,L029,Type_A,leakage_current,9.617,9.871,10.509,11.1,50.0,Healthy
C05830,L030,Type_A,leakage_current,9.621,10.036,10.668,11.343,50.0,Healthy
C05831,L031,Type_A,leakage_current,10.333,10.393,11.153,11.77,50.0,Healthy
C05832,L032,Type_A,leakage_current,9.534,14.756,29.529,44.459,50.0,Obvious_Failure
C05833,L033,Type_B,leakage_current,12.533,12.881,12.958,13.716,50.0,Healthy
C05834,L034,Type_A,leakage_current,9.266,9.394,10.132,10.707,50.0,Healthy
C05835,L035,Type_A,leakage_current,9.391,9.591,10.165,10.647,50.0,Healthy
C05836,L036,Type_B,leakage_current,10.138,11.629,27.173,42.396,50.0,Latent_Defect
C05837,L037,Type_B,leakage_current,10.51,10.704,11.324,12.134,50.0,Healthy
C05838,L038,Type_A,leakage_current,9.351,9.687,9.956,10.546,50.0,Healthy
C05839,L039,Type_A,leakage_current,10.411,10.452,10.979,11.446,50.0,Healthy
C05840,L040,Type_B,leakage_current,11.548,13.712,29.044,44.03,50.0,Latent_Defect
C05841,L041,Type_C,leakage_current,9.642,9.85,10.122,10.381,50.0,Healthy
C05842,L042,Type_B,leakage_current,9.908,10.242,11.092,11.919,50.0,Healthy
C05843,L043,Type_A,leakage_current,9.562,9.616,9.843,9.722,50.0,Healthy
C05844,L044,Type_A,leakage_current,10.296,16.996,36.925,57.715,50.0,Obvious_Failure
C05845,L045,Type_A,leakage_current,9.648,9.799,10.726,11.329,50.0,Healthy
C05846,L046,Type_B,leakage_current,9.876,10.092,10.579,11.064,50.0,Healthy
C05847,L047,Type_A,leakage_current,9.916,10.054,10.683,11.316,50.0,Healthy
C05848,L048,Type_A,leakage_current,9.229,12.005,29.748,47.65,50.0,Rapid_Drift
C05849,L049,Type_B,leakage_current,10.799,11.193,12.257,13.266,50.0,Healthy
C05850,L050,Type_A,leakage_current,10.501,10.616,11.451,12.552,50.0,Healthy
C05851,L051,Type_C,leakage_current,10.09,10.172,11.217,11.753,50.0,Healthy
C05852,L052,Type_A,leakage_current,9.267,11.244,29.346,38.284,50.0,Latent_Defect
C05853,L053,Type_B,leakage_current,11.766,12.029,12.887,13.594,50.0,Healthy
C05854,L054,Type_B,leakage_current,10.565,10.734,11.414,12.004,50.0,Healthy
C05855,L055,Type_B,leakage_current,10.786,11.232,12.291,13.259,50.0,Healthy
C05856,L056,Type_B,leakage_current,11.396,11.787,12.314,12.883,50.0,Healthy
C05857,L057,Type_A,leakage_current,8.518,8.68,9.119,9.758,50.0,Healthy
C05858,L058,Type_A,leakage_current,9.768,9.883,10.498,10.974,50.0,Healthy
C05859,L059,Type_B,leakage_current,10.494,10.717,11.378,12.119,50.0,Healthy
C05860,L060,Type_A,leakage_current,8.54,8.738,9.052,9.578,50.0,Healthy
C05861,L061,Type_A,leakage_current,9.799,10.082,10.397,10.905,50.0,Healthy
C05862,L062,Type_B,leakage_current,11.132,11.571,12.155,12.777,50.0,Healthy
C05863,L063,Type_C,leakage_current,8.658,8.547,8.455,8.835,50.0,Healthy
C05864,L064,Type_A,leakage_current,10.225,11.897,32.778,47.919,50.0,Latent_Defect
C05865,L065,Type_B,leakage_current,11.125,14.434,36.479,58.103,50.0,Rapid_Drift
C05866,L066,Type_C,leakage_current,9.841,9.962,10.619,11.427,50.0,Healthy
C05867,L067,Type_A,leakage_current,9.77,9.849,10.37,11.028,50.0,Healthy
C05868,L068,Type_A,leakage_current,10.558,10.762,11.313,11.779,50.0,Healthy
C05869,L069,Type_A,leakage_current,10.973,11.084,11.355,11.472,50.0,Healthy
C05870,L070,Type_A,leakage_current,8.64,16.687,40.805,64.928,50.0,Obvious_Failure
C05871,L071,Type_A,leakage_current,10.017,10.353,11.309,12.036,50.0,Healthy
C05872,L072,Type_A,leakage_current,10.381,10.533,11.121,11.199,50.0,Healthy
C05873,L073,Type_A,leakage_current,9.43,9.803,10.299,11.085,50.0,Healthy
C05874,L074,Type_A,leakage_current,11.271,11.456,11.866,12.377,50.0,Healthy
C05875,L075,Type_A,leakage_current,10.273,10.37,10.764,11.349,50.0,Healthy
C05876,L076,Type_B,leakage_current,11.888,12.02,12.426,12.84,50.0,Healthy
C05877,L077,Type_B,leakage_current,10.493,10.721,11.473,12.334,50.0,Healthy
C05878,L078,Type_C,leakage_current,8.62,8.793,9.221,9.977,50.0,Healthy
C05879,L079,Type_B,leakage_current,10.245,10.352,11.244,12.076,50.0,Healthy
C05880,L080,Type_B,leakage_current,10.964,11.117,11.939,12.553,50.0,Healthy
C05881,L081,Type_B,leakage_current,10.463,14.132,36.763,59.372,50.0,Rapid_Drift
C05882,L082,Type_B,leakage_current,10.697,10.808,11.422,11.859,50.0,Healthy
C05883,L083,Type_A,leakage_current,10.229,10.476,11.057,11.763,50.0,Healthy
C05884,L084,Type_C,leakage_current,9.343,9.444,10.34,10.906,50.0,Healthy
C05885,L085,Type_A,leakage_current,9.993,10.52,11.454,12.064,50.0,Healthy
C05886,L086,Type_A,leakage_current,10.426,10.718,11.122,11.65,50.0,Healthy
C05887,L087,Type_A,leakage_current,8.729,8.891,9.662,10.472,50.0,Healthy
C05888,L088,Type_A,leakage_current,9.318,9.413,9.929,10.321,50.0,Healthy
C05889,L089,Type_B,leakage_current,10.048,10.203,10.763,10.875,50.0,Healthy
C05890,L090,Type_C,leakage_current,10.425,10.754,11.197,11.318,50.0,Healthy
C05891,L091,Type_A,leakage_current,8.859,8.991,9.364,10.109,50.0,Healthy
C05892,L092,Type_A,leakage_current,9.744,12.888,41.375,69.1,50.0,Rapid_Drift
C05893,L093,Type_B,leakage_current,11.188,11.384,11.941,12.819,50.0,Healthy
C05894,L094,Type_C,leakage_current,9.368,10.764,25.115,39.407,50.0,Latent_Defect
C05895,L095,Type_C,leakage_current,9.432,9.751,10.319,11.316,50.0,Healthy
C05896,L096,Type_B,leakage_current,12.2,12.194,12.315,12.774,50.0,Healthy
C05897,L097,Type_A,leakage_current,10.197,11.965,32.593,42.808,50.0,Latent_Defect
C05898,L098,Type_C,leakage_current,9.12,9.254,9.883,10.343,50.0,Healthy
C05899,L099,Type_A,leakage_current,9.589,9.799,10.471,10.957,50.0,Healthy
C05900,L100,Type_A,leakage_current,8.868,8.903,9.307,9.538,50.0,Healthy
C05901,L001,Type_B,leakage_current,10.605,10.558,10.589,11.037,50.0,Healthy
C05902,L002,Type_B,leakage_current,9.916,10.33,10.967,11.508,50.0,Healthy
C05903,L003,Type_A,leakage_current,10.756,10.861,11.234,11.368,50.0,Healthy
C05904,L004,Type_A,leakage_current,9.771,10.055,10.784,11.291,50.0,Healthy
C05905,L005,Type_A,leakage_current,9.763,10.151,11.198,12.194,50.0,Healthy
C05906,L006,Type_B,leakage_current,11.208,11.179,11.412,12.156,50.0,Healthy
C05907,L007,Type_B,leakage_current,11.176,11.424,12.213,13.037,50.0,Healthy
C05908,L008,Type_A,leakage_current,10.171,10.439,11.24,12.093,50.0,Healthy
C05909,L009,Type_B,leakage_current,11.128,11.291,11.804,12.167,50.0,Healthy
C05910,L010,Type_B,leakage_current,10.823,11.022,11.109,11.417,50.0,Healthy
C05911,L011,Type_A,leakage_current,9.259,9.681,10.168,10.777,50.0,Healthy
C05912,L012,Type_A,leakage_current,9.565,9.849,10.702,11.274,50.0,Healthy
C05913,L013,Type_A,leakage_current,9.712,10.001,10.728,11.667,50.0,Healthy
C05914,L014,Type_A,leakage_current,10.061,10.016,10.874,11.278,50.0,Healthy
C05915,L015,Type_A,leakage_current,10.129,10.193,10.548,10.881,50.0,Healthy
C05916,L016,Type_A,leakage_current,9.632,9.764,10.433,11.344,50.0,Healthy
C05917,L017,Type_B,leakage_current,11.466,11.513,11.747,12.288,50.0,Healthy
C05918,L018,Type_C,leakage_current,8.724,8.959,9.263,9.747,50.0,Healthy
C05919,L019,Type_A,leakage_current,9.271,9.688,10.687,11.688,50.0,Healthy
C05920,L020,Type_B,leakage_current,10.412,10.669,11.232,11.867,50.0,Healthy
C05921,L021,Type_B,leakage_current,10.877,10.922,11.472,11.576,50.0,Healthy
C05922,L022,Type_A,leakage_current,11.2,12.856,30.339,42.528,50.0,Latent_Defect
C05923,L023,Type_A,leakage_current,9.873,10.195,10.834,11.433,50.0,Healthy
C05924,L024,Type_B,leakage_current,10.863,11.021,11.475,12.197,50.0,Healthy
C05925,L025,Type_B,leakage_current,10.762,10.892,11.581,12.435,50.0,Healthy
C05926,L026,Type_A,leakage_current,10.159,10.417,11.029,11.962,50.0,Healthy
C05927,L027,Type_B,leakage_current,11.83,14.813,32.968,51.386,50.0,Rapid_Drift
C05928,L028,Type_A,leakage_current,10.361,10.701,11.11,11.884,50.0,Healthy
C05929,L029,Type_A,leakage_current,9.36,11.771,32.134,51.88,50.0,Rapid_Drift
C05930,L030,Type_A,leakage_current,9.979,10.304,11.165,11.791,50.0,Healthy
C05931,L031,Type_A,leakage_current,9.803,11.658,31.417,47.239,50.0,Latent_Defect
C05932,L032,Type_A,leakage_current,9.654,9.778,10.465,11.173,50.0,Healthy
C05933,L033,Type_B,leakage_current,11.034,11.474,12.305,13.342,50.0,Healthy
C05934,L034,Type_C,leakage_current,9.314,18.221,45.173,72.284,50.0,Obvious_Failure
C05935,L035,Type_C,leakage_current,9.385,9.639,10.289,10.916,50.0,Healthy
C05936,L036,Type_B,leakage_current,11.385,11.606,11.766,12.547,50.0,Healthy
C05937,L037,Type_A,leakage_current,10.175,10.288,10.684,11.333,50.0,Healthy
C05938,L038,Type_A,leakage_current,10.248,10.411,11.098,11.609,50.0,Healthy
C05939,L039,Type_A,leakage_current,8.539,8.893,10.131,10.994,50.0,Healthy
C05940,L040,Type_A,leakage_current,10.427,13.136,37.561,61.862,50.0,Rapid_Drift
C05941,L041,Type_B,leakage_current,10.348,10.458,11.034,11.565,50.0,Healthy
C05942,L042,Type_A,leakage_current,10.825,10.963,11.33,11.613,50.0,Healthy
C05943,L043,Type_A,leakage_current,10.106,10.394,11.274,11.295,50.0,Healthy
C05944,L044,Type_B,leakage_current,10.525,14.269,40.913,67.859,50.0,Rapid_Drift
C05945,L045,Type_B,leakage_current,10.692,12.539,26.352,39.511,50.0,Latent_Defect
C05946,L046,Type_A,leakage_current,9.46,11.56,31.254,40.189,50.0,Latent_Defect
C05947,L047,Type_B,leakage_current,10.142,10.281,11.016,12.103,50.0,Healthy
C05948,L048,Type_A,leakage_current,10.282,13.646,38.486,62.948,50.0,Rapid_Drift
C05949,L049,Type_B,leakage_current,9.931,10.173,11.187,12.25,50.0,Healthy
C05950,L050,Type_A,leakage_current,10.886,10.911,11.713,12.67,50.0,Healthy
C05951,L051,Type_B,leakage_current,10.898,11.105,11.504,11.376,50.0,Healthy
C05952,L052,Type_C,leakage_current,10.397,10.551,10.941,11.096,50.0,Healthy
C05953,L053,Type_C,leakage_current,9.785,9.983,10.961,11.971,50.0,Healthy
C05954,L054,Type_A,leakage_current,9.9,11.348,28.419,41.993,50.0,Latent_Defect
C05955,L055,Type_B,leakage_current,10.497,10.723,11.165,11.661,50.0,Healthy
C05956,L056,Type_C,leakage_current,9.885,10.283,11.174,11.934,50.0,Healthy
C05957,L057,Type_C,leakage_current,9.69,9.909,10.576,11.214,50.0,Healthy
C05958,L058,Type_B,leakage_current,10.58,10.767,11.164,11.474,50.0,Healthy
C05959,L059,Type_A,leakage_current,9.907,10.148,10.686,11.372,50.0,Healthy
C05960,L060,Type_B,leakage_current,9.432,9.618,10.415,11.309,50.0,Healthy
C05961,L061,Type_C,leakage_current,9.286,9.712,10.386,11.077,50.0,Healthy
C05962,L062,Type_A,leakage_current,10.119,10.426,11.431,12.252,50.0,Healthy
C05963,L063,Type_B,leakage_current,11.07,11.267,12.315,13.448,50.0,Healthy
C05964,L064,Type_A,leakage_current,11.347,13.889,28.004,42.021,50.0,Latent_Defect
C05965,L065,Type_B,leakage_current,11.36,11.59,12.057,12.258,50.0,Healthy
C05966,L066,Type_A,leakage_current,9.148,9.363,10.072,10.629,50.0,Healthy
C05967,L067,Type_A,leakage_current,8.761,10.634,22.816,35.215,50.0,Latent_Defect
C05968,L068,Type_A,leakage_current,9.74,10.01,10.358,11.1,50.0,Healthy
C05969,L069,Type_B,leakage_current,9.96,9.82,10.422,11.096,50.0,Healthy
C05970,L070,Type_A,leakage_current,10.467,10.713,11.146,11.658,50.0,Healthy
C05971,L071,Type_B,leakage_current,11.889,12.016,12.661,12.683,50.0,Healthy
C05972,L072,Type_B,leakage_current,10.276,10.516,11.043,11.662,50.0,Healthy
C05973,L073,Type_B,leakage_current,9.802,9.753,10.516,10.911,50.0,Healthy
C05974,L074,Type_B,leakage_current,10.412,10.623,11.095,11.673,50.0,Healthy
C05975,L075,Type_A,leakage_current,9.737,9.918,10.451,11.164,50.0,Healthy
C05976,L076,Type_B,leakage_current,10.594,10.703,11.132,11.435,50.0,Healthy
C05977,L077,Type_A,leakage_current,10.606,11.069,11.748,12.55,50.0,Healthy
C05978,L078,Type_C,leakage_current,10.173,10.32,10.697,10.976,50.0,Healthy
C05979,L079,Type_A,leakage_current,9.092,9.088,9.637,10.291,50.0,Healthy
C05980,L080,Type_A,leakage_current,11.154,11.092,11.728,12.221,50.0,Healthy
C05981,L081,Type_A,leakage_current,9.689,10.053,10.8,11.508,50.0,Healthy
C05982,L082,Type_B,leakage_current,9.216,9.293,9.786,10.477,50.0,Healthy
C05983,L083,Type_B,leakage_current,11.738,12.163,12.94,13.612,50.0,Healthy
C05984,L084,Type_C,leakage_current,9.469,9.578,10.184,10.452,50.0,Healthy
C05985,L085,Type_C,leakage_current,9.65,12.477,33.959,56.079,50.0,Rapid_Drift
C05986,L086,Type_A,leakage_current,9.638,9.864,10.359,10.804,50.0,Healthy
C05987,L087,Type_B,leakage_current,10.853,10.906,11.388,11.784,50.0,Healthy
C05988,L088,Type_A,leakage_current,9.631,9.859,10.174,10.728,50.0,Healthy
C05989,L089,Type_A,leakage_current,10.975,11.299,11.908,12.652,50.0,Healthy
C05990,L090,Type_B,leakage_current,10.119,10.252,10.712,11.339,50.0,Healthy
C05991,L091,Type_B,leakage_current,11.429,11.33,11.577,12.101,50.0,Healthy
C05992,L092,Type_A,leakage_current,10.414,10.552,11.238,11.601,50.0,Healthy
C05993,L093,Type_B,leakage_current,12.044,12.327,12.871,13.418,50.0,Healthy
C05994,L094,Type_A,leakage_current,10.427,10.76,11.527,12.057,50.0,Healthy
C05995,L095,Type_B,leakage_current,10.156,10.544,11.065,11.625,50.0,Healthy
C05996,L096,Type_A,leakage_current,9.505,9.907,10.502,10.958,50.0,Healthy
C05997,L097,Type_B,leakage_current,10.507,10.824,11.205,11.785,50.0,Healthy
C05998,L098,Type_C,leakage_current,9.152,11.401,26.841,42.78,50.0,Latent_Defect
C05999,L099,Type_C,leakage_current,8.51,8.688,8.936,9.707,50.0,Healthy
C06000,L100,Type_B,leakage_current,10.524,10.726,10.953,11.084,50.0,Healthy
C06001,L001,Type_B,leakage_current,11.836,11.97,12.528,13.46,50.0,Healthy
C06002,L002,Type_A,leakage_current,9.668,9.726,10.286,11.35,50.0,Healthy
C06003,L003,Type_A,leakage_current,10.061,10.264,11.027,11.676,50.0,Healthy
C06004,L004,Type_A,leakage_current,9.248,14.741,31.996,48.759,50.0,Obvious_Failure
C06005,L005,Type_A,leakage_current,10.4,14.239,37.957,61.652,50.0,Rapid_Drift
C06006,L006,Type_A,leakage_current,9.769,10.046,10.896,11.175,50.0,Healthy
C06007,L007,Type_C,leakage_current,9.914,10.009,10.663,11.646,50.0,Healthy
C06008,L008,Type_A,leakage_current,9.561,9.628,9.849,10.277,50.0,Healthy
C06009,L009,Type_A,leakage_current,9.661,9.998,10.664,11.393,50.0,Healthy
C06010,L010,Type_B,leakage_current,11.026,11.279,11.517,11.542,50.0,Healthy
C06011,L011,Type_A,leakage_current,10.064,13.063,38.114,63.21,50.0,Rapid_Drift
C06012,L012,Type_A,leakage_current,9.523,9.656,10.364,10.827,50.0,Healthy
C06013,L013,Type_B,leakage_current,10.369,12.834,32.318,52.082,50.0,Rapid_Drift
C06014,L014,Type_B,leakage_current,11.552,11.781,13.032,13.718,50.0,Healthy
C06015,L015,Type_A,leakage_current,8.439,8.688,9.006,9.499,50.0,Healthy
C06016,L016,Type_A,leakage_current,9.52,9.867,10.543,11.276,50.0,Healthy
C06017,L017,Type_A,leakage_current,10.028,10.342,10.79,11.214,50.0,Healthy
C06018,L018,Type_B,leakage_current,10.442,10.756,11.295,11.766,50.0,Healthy
C06019,L019,Type_A,leakage_current,9.519,13.0,33.047,53.699,50.0,Rapid_Drift
C06020,L020,Type_B,leakage_current,11.18,11.426,11.98,12.639,50.0,Healthy
C06021,L021,Type_A,leakage_current,8.76,8.952,9.471,10.113,50.0,Healthy
C06022,L022,Type_B,leakage_current,11.532,11.7,11.812,12.414,50.0,Healthy
C06023,L023,Type_C,leakage_current,8.961,9.201,9.825,10.611,50.0,Healthy
C06024,L024,Type_A,leakage_current,11.409,11.722,12.438,13.168,50.0,Healthy
C06025,L025,Type_A,leakage_current,9.473,9.772,10.01,10.471,50.0,Healthy
C06026,L026,Type_A,leakage_current,10.789,11.068,11.806,12.653,50.0,Healthy
C06027,L027,Type_A,leakage_current,10.237,10.111,10.529,10.617,50.0,Healthy
C06028,L028,Type_A,leakage_current,10.762,10.778,11.245,11.785,50.0,Healthy
C06029,L029,Type_B,leakage_current,9.891,10.083,10.575,10.883,50.0,Healthy
C06030,L030,Type_A,leakage_current,9.956,10.208,10.871,11.673,50.0,Healthy
C06031,L031,Type_B,leakage_current,10.9,11.098,11.633,12.626,50.0,Healthy
C06032,L032,Type_B,leakage_current,11.215,11.292,11.667,12.134,50.0,Healthy
C06033,L033,Type_A,leakage_current,10.212,10.463,10.768,10.896,50.0,Healthy
C06034,L034,Type_A,leakage_current,10.821,10.86,11.49,12.221,50.0,Healthy
C06035,L035,Type_A,leakage_current,9.162,9.323,9.874,10.523,50.0,Healthy
C06036,L036,Type_A,leakage_current,8.524,8.646,9.306,9.717,50.0,Healthy
C06037,L037,Type_B,leakage_current,11.918,12.254,12.825,13.593,50.0,Healthy
C06038,L038,Type_C,leakage_current,10.438,10.521,11.213,11.779,50.0,Healthy
C06039,L039,Type_A,leakage_current,8.677,8.759,9.111,9.393,50.0,Healthy
C06040,L040,Type_A,leakage_current,9.088,10.517,23.985,37.416,50.0,Latent_Defect
